season.id,player.id,game.id,game.date,matchup,wl,min,fgm,fga,fg.pct,fg3m,fg3a,fg3.pct,ftm,fta,ft.pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus.minus,video.available,win,location.home,id.team.player,id.team.opponent,id.season,season
22013,201939,0021300842,2014-02-24T00:00:00Z,GSW @ DET,W,36,6,15,0.4,3,9,0.333,4,5,0.8,3,5,8,9,0,0,4,0,19,-2,1,TRUE,FALSE,GSW,DET,2013-14,2014
22013,201939,0021300855,2014-02-26T00:00:00Z,GSW @ CHI,L,28,2,10,0.2,1,5,0.2,0,0,0,0,3,3,5,0,0,5,0,5,-12,1,FALSE,FALSE,GSW,CHI,2013-14,2014
22013,201939,0021300869,2014-02-28T00:00:00Z,GSW @ NYK,W,30,9,19,0.474,5,11,0.455,4,4,1,2,9,11,11,0,1,4,2,27,19,1,TRUE,FALSE,GSW,NYK,2013-14,2014
22013,201939,0021300884,2014-03-02T00:00:00Z,GSW @ TOR,L,43,13,27,0.481,4,11,0.364,4,6,0.667,1,3,4,7,1,0,6,3,34,-1,1,FALSE,FALSE,GSW,TOR,2013-14,2014
22013,201939,0021300899,2014-03-04T00:00:00Z,GSW @ IND,W,32,7,18,0.389,2,5,0.4,3,3,1,1,7,8,6,2,0,4,5,19,-7,1,TRUE,FALSE,GSW,IND,2013-14,2014
22013,201939,0021300907,2014-03-05T00:00:00Z,GSW @ BOS,W,22,6,10,0.6,1,4,0.25,1,1,1,0,3,3,4,1,0,0,3,14,28,1,TRUE,FALSE,GSW,BOS,2013-14,2014
22013,201939,0021300927,2014-03-07T00:00:00Z,GSW vs. ATL,W,30,5,10,0.5,1,4,0.25,2,2,1,0,3,3,7,1,0,0,1,13,10,1,TRUE,TRUE,GSW,ATL,2013-14,2014
22013,201939,0021300942,2014-03-09T00:00:00Z,GSW vs. PHX,W,30,7,16,0.438,1,5,0.2,3,3,1,0,2,2,9,0,0,1,1,18,11,1,TRUE,TRUE,GSW,PHX,2013-14,2014
22013,201939,0021300956,2014-03-11T00:00:00Z,GSW vs. DAL,W,22,4,12,0.333,1,5,0.2,1,1,1,0,2,2,4,3,0,3,1,10,-3,1,TRUE,TRUE,GSW,DAL,2013-14,2014
22013,201939,0021300967,2014-03-12T00:00:00Z,GSW @ LAC,L,29,5,11,0.455,2,5,0.4,1,1,1,1,4,5,11,1,0,4,3,13,2,1,FALSE,FALSE,GSW,LAC,2013-14,2014
22013,201939,0021300980,2014-03-14T00:00:00Z,GSW vs. CLE,L,36,8,17,0.471,5,10,0.5,6,7,0.857,0,4,4,8,3,0,4,1,27,3,1,FALSE,TRUE,GSW,CLE,2013-14,2014
22013,201939,0021300994,2014-03-16T00:00:00Z,GSW @ POR,W,40,11,24,0.458,6,12,0.5,9,9,1,0,4,4,5,1,0,5,4,37,-5,1,TRUE,FALSE,GSW,POR,2013-14,2014
22013,201939,0021301007,2014-03-18T00:00:00Z,GSW vs. ORL,W,32,9,13,0.692,3,6,0.5,2,2,1,1,2,3,5,0,0,3,1,23,21,1,TRUE,TRUE,GSW,ORL,2013-14,2014
22013,201939,0021301021,2014-03-20T00:00:00Z,GSW vs. MIL,W,38,9,14,0.643,3,5,0.6,10,10,1,1,2,3,10,1,0,4,2,31,13,1,TRUE,TRUE,GSW,MIL,2013-14,2014
22013,201939,0021301038,2014-03-22T00:00:00Z,GSW vs. SAS,L,39,5,13,0.385,1,4,0.25,9,9,1,0,6,6,6,1,0,6,0,20,-7,1,FALSE,TRUE,GSW,SAS,2013-14,2014
22013,201939,0021301086,2014-03-28T00:00:00Z,GSW vs. MEM,W,38,13,22,0.591,5,8,0.625,2,3,0.667,1,4,5,8,1,2,3,1,33,9,1,TRUE,TRUE,GSW,MEM,2013-14,2014
22013,201939,0021301098,2014-03-30T00:00:00Z,GSW vs. NYK,L,41,10,21,0.476,6,12,0.5,6,8,0.75,1,3,4,1,1,0,2,2,32,5,1,FALSE,TRUE,GSW,NYK,2013-14,2014
22013,201939,0021301112,2014-04-01T00:00:00Z,GSW @ DAL,W,43,10,17,0.588,3,8,0.375,0,0,0,1,2,3,10,2,0,1,2,23,8,1,TRUE,FALSE,GSW,DAL,2013-14,2014
22013,201939,0021301123,2014-04-02T00:00:00Z,GSW @ SAS,L,31,5,15,0.333,1,4,0.25,0,0,0,0,0,0,10,1,0,4,2,11,-19,1,FALSE,FALSE,GSW,SAS,2013-14,2014
22013,201939,0021301141,2014-04-04T00:00:00Z,GSW vs. SAC,W,29,5,12,0.417,2,5,0.4,1,1,1,1,1,2,5,1,0,1,2,13,28,1,TRUE,TRUE,GSW,SAC,2013-14,2014
22013,201939,0021301155,2014-04-06T00:00:00Z,GSW vs. UTA,W,29,12,18,0.667,5,10,0.5,2,2,1,0,1,1,16,3,0,5,2,31,31,1,TRUE,TRUE,GSW,UTA,2013-14,2014
22013,201939,0021301175,2014-04-10T00:00:00Z,GSW vs. DEN,L,34,8,19,0.421,2,7,0.286,6,6,1,0,7,7,6,4,0,2,1,24,-3,1,FALSE,TRUE,GSW,DEN,2013-14,2014
22013,201939,0021301188,2014-04-11T00:00:00Z,GSW @ LAL,W,35,12,20,0.6,4,5,0.8,2,2,1,0,10,10,12,2,0,6,3,30,13,1,TRUE,FALSE,GSW,LAL,2013-14,2014
22013,201939,0021301201,2014-04-13T00:00:00Z,GSW @ POR,L,45,16,29,0.552,7,14,0.5,8,8,1,1,0,1,5,4,0,4,3,47,6,1,FALSE,FALSE,GSW,POR,2013-14,2014
22013,201939,0021301213,2014-04-14T00:00:00Z,GSW vs. MIN,W,42,10,21,0.476,7,13,0.538,5,5,1,1,4,5,15,3,0,5,4,32,10,1,TRUE,TRUE,GSW,MIN,2013-14,2014
22014,201939,0021400014,2014-10-29T00:00:00Z,GSW @ SAC,W,37,7,17,0.412,2,9,0.222,8,9,0.889,1,9,10,5,6,0,4,5,24,20,1,TRUE,FALSE,GSW,SAC,2014-15,2015
22014,201939,0021400038,2014-11-01T00:00:00Z,GSW vs. LAL,W,34,10,19,0.526,3,8,0.375,8,8,1,0,5,5,10,3,0,2,3,31,30,1,TRUE,TRUE,GSW,LAL,2014-15,2015
22014,201939,0021400042,2014-11-02T00:00:00Z,GSW @ POR,W,31,6,18,0.333,1,5,0.2,8,8,1,1,4,5,6,2,0,3,1,21,12,1,TRUE,FALSE,GSW,POR,2014-15,2015
22014,201939,0021400068,2014-11-05T00:00:00Z,GSW vs. LAC,W,34,9,18,0.5,4,8,0.5,6,6,1,0,6,6,7,1,0,5,4,28,21,1,TRUE,TRUE,GSW,LAC,2014-15,2015
22014,201939,0021400087,2014-11-08T00:00:00Z,GSW @ HOU,W,40,13,19,0.684,6,9,0.667,2,2,1,1,8,9,5,4,0,5,2,34,13,1,TRUE,FALSE,GSW,HOU,2014-15,2015
22014,201939,0021400095,2014-11-09T00:00:00Z,GSW @ PHX,L,34,10,20,0.5,4,10,0.4,4,4,1,0,2,2,10,5,0,10,5,28,-6,1,FALSE,FALSE,GSW,PHX,2014-15,2015
22014,201939,0021400108,2014-11-11T00:00:00Z,GSW vs. SAS,L,36,7,18,0.389,0,7,0,2,2,1,0,6,6,5,0,0,3,2,16,-18,2,FALSE,TRUE,GSW,SAS,2014-15,2015
22014,201939,0021400121,2014-11-13T00:00:00Z,GSW vs. BKN,W,32,6,12,0.5,3,7,0.429,2,2,1,1,2,3,5,0,0,3,5,17,6,1,TRUE,TRUE,GSW,BKN,2014-15,2015
22014,201939,0021400140,2014-11-15T00:00:00Z,GSW vs. CHA,W,28,8,15,0.533,3,6,0.5,0,1,0,2,3,5,9,1,0,1,3,19,23,1,TRUE,TRUE,GSW,CHA,2014-15,2015
22014,201939,0021400145,2014-11-16T00:00:00Z,GSW @ LAL,W,30,10,19,0.526,5,9,0.556,5,5,1,0,4,4,15,1,0,3,0,30,27,1,TRUE,FALSE,GSW,LAL,2014-15,2015
22014,201939,0021400182,2014-11-21T00:00:00Z,GSW vs. UTA,W,25,3,9,0.333,2,6,0.333,0,0,0,0,5,5,10,2,0,4,2,8,23,1,TRUE,TRUE,GSW,UTA,2014-15,2015
22014,201939,0021400196,2014-11-23T00:00:00Z,GSW @ OKC,W,38,5,15,0.333,2,6,0.333,3,4,0.75,0,6,6,6,1,0,1,0,15,2,1,TRUE,FALSE,GSW,OKC,2014-15,2015
22014,201939,0021400206,2014-11-25T00:00:00Z,GSW @ MIA,W,37,12,19,0.632,8,11,0.727,8,9,0.889,0,6,6,7,3,1,2,2,40,28,1,TRUE,FALSE,GSW,MIA,2014-15,2015
22014,201939,0021400212,2014-11-26T00:00:00Z,GSW @ ORL,W,24,9,13,0.692,6,8,0.75,4,5,0.8,1,4,5,8,0,0,1,1,28,22,1,TRUE,FALSE,GSW,ORL,2014-15,2015
22014,201939,0021400224,2014-11-28T00:00:00Z,GSW @ CHA,W,32,9,20,0.45,1,10,0.1,7,7,1,1,3,4,6,1,2,4,4,26,16,1,TRUE,FALSE,GSW,CHA,2014-15,2015
22014,201939,0021400243,2014-11-30T00:00:00Z,GSW @ DET,W,28,5,9,0.556,1,3,0.333,5,6,0.833,1,2,3,10,1,0,1,2,16,11,1,TRUE,FALSE,GSW,DET,2014-15,2015
22014,201939,0021400262,2014-12-02T00:00:00Z,GSW vs. ORL,W,36,8,17,0.471,3,9,0.333,3,3,1,1,3,4,5,0,0,4,2,22,8,1,TRUE,TRUE,GSW,ORL,2014-15,2015
22014,201939,0021400275,2014-12-04T00:00:00Z,GSW vs. NOP,W,31,8,17,0.471,3,6,0.5,0,0,0,0,3,3,11,4,1,2,0,19,11,1,TRUE,TRUE,GSW,NOP,2014-15,2015
22014,201939,0021400289,2014-12-06T00:00:00Z,GSW @ CHI,W,36,5,14,0.357,1,5,0.2,8,9,0.889,1,5,6,7,1,0,3,2,19,7,1,TRUE,FALSE,GSW,CHI,2014-15,2015
22014,201939,0021400305,2014-12-08T00:00:00Z,GSW @ MIN,W,31,10,20,0.5,1,7,0.143,0,0,0,1,3,4,7,3,1,3,3,21,22,1,TRUE,FALSE,GSW,MIN,2014-15,2015
22014,201939,0021400324,2014-12-10T00:00:00Z,GSW vs. HOU,W,37,8,15,0.533,3,5,0.6,1,1,1,1,6,7,7,0,0,4,3,20,16,1,TRUE,TRUE,GSW,HOU,2014-15,2015
22014,201939,0021400340,2014-12-13T00:00:00Z,GSW @ DAL,W,37,9,22,0.409,3,11,0.273,8,9,0.889,0,3,3,8,2,0,1,1,29,13,1,TRUE,FALSE,GSW,DAL,2014-15,2015
22014,201939,0021400348,2014-12-14T00:00:00Z,GSW @ NOP,W,40,11,21,0.524,6,10,0.6,6,6,1,0,7,7,7,1,0,6,1,34,5,1,TRUE,FALSE,GSW,NOP,2014-15,2015
22014,201939,0021400365,2014-12-16T00:00:00Z,GSW @ MEM,L,39,9,25,0.36,1,10,0.1,0,0,0,0,7,7,6,4,0,3,2,19,16,1,FALSE,FALSE,GSW,MEM,2014-15,2015
22014,201939,0021400382,2014-12-18T00:00:00Z,GSW vs. OKC,W,42,14,24,0.583,5,12,0.417,1,1,1,4,3,7,9,4,1,4,0,34,7,1,TRUE,TRUE,GSW,OKC,2014-15,2015
22014,201939,0021400415,2014-12-22T00:00:00Z,GSW vs. SAC,W,26,5,12,0.417,1,5,0.2,1,1,1,0,2,2,11,3,0,1,1,12,15,1,TRUE,TRUE,GSW,SAC,2014-15,2015
22014,201939,0021400426,2014-12-23T00:00:00Z,GSW @ LAL,L,30,10,14,0.714,2,5,0.4,0,0,0,0,2,2,6,3,0,7,0,22,-10,1,FALSE,FALSE,GSW,LAL,2014-15,2015
22014,201939,0021400431,2014-12-25T00:00:00Z,GSW @ LAC,L,36,5,12,0.417,1,5,0.2,3,4,0.75,2,7,9,7,2,0,5,3,14,-12,1,FALSE,FALSE,GSW,LAC,2014-15,2015
22014,201939,0021400452,2014-12-27T00:00:00Z,GSW vs. MIN,W,31,9,18,0.5,4,9,0.444,3,4,0.75,1,2,3,6,3,0,3,3,25,18,1,TRUE,TRUE,GSW,MIN,2014-15,2015
22014,201939,0021400474,2014-12-30T00:00:00Z,GSW vs. PHI,W,27,4,7,0.571,3,6,0.5,2,2,1,0,3,3,9,3,0,3,3,13,28,1,TRUE,TRUE,GSW,PHI,2014-15,2015
22014,201939,0021400493,2015-01-02T00:00:00Z,GSW vs. TOR,W,34,10,18,0.556,5,11,0.455,7,7,1,2,3,5,12,1,0,0,3,32,25,1,TRUE,TRUE,GSW,TOR,2014-15,2015
22014,201939,0021400518,2015-01-05T00:00:00Z,GSW vs. OKC,W,31,7,14,0.5,1,4,0.25,4,4,1,0,9,9,6,4,0,2,2,19,15,1,TRUE,TRUE,GSW,OKC,2014-15,2015
22014,201939,0021400533,2015-01-07T00:00:00Z,GSW vs. IND,W,35,8,17,0.471,4,8,0.5,1,1,1,0,3,3,15,4,0,5,5,21,12,1,TRUE,TRUE,GSW,IND,2014-15,2015
22014,201939,0021400547,2015-01-09T00:00:00Z,GSW vs. CLE,W,35,8,15,0.533,3,8,0.375,4,4,1,0,1,1,10,2,0,1,1,23,10,1,TRUE,TRUE,GSW,CLE,2014-15,2015
22014,201939,0021400571,2015-01-13T00:00:00Z,GSW @ UTA,W,29,10,16,0.625,4,9,0.444,3,3,1,0,2,2,11,0,0,2,2,27,17,1,TRUE,FALSE,GSW,UTA,2014-15,2015
22014,201939,0021400582,2015-01-14T00:00:00Z,GSW vs. MIA,W,32,11,19,0.579,7,10,0.7,3,5,0.6,2,3,5,3,2,0,3,1,32,11,1,TRUE,TRUE,GSW,MIA,2014-15,2015
22014,201939,0021400593,2015-01-16T00:00:00Z,GSW @ OKC,L,31,6,13,0.462,2,6,0.333,5,5,1,0,3,3,6,2,0,6,2,19,-4,1,FALSE,FALSE,GSW,OKC,2014-15,2015
22014,201939,0021400603,2015-01-17T00:00:00Z,GSW @ HOU,W,33,9,18,0.5,2,8,0.25,7,8,0.875,3,4,7,11,3,1,2,0,27,25,1,TRUE,FALSE,GSW,HOU,2014-15,2015
22014,201939,0021400615,2015-01-19T00:00:00Z,GSW vs. DEN,W,25,7,13,0.538,2,5,0.4,4,4,1,1,0,1,8,1,2,1,2,20,18,1,TRUE,TRUE,GSW,DEN,2014-15,2015
22014,201939,0021400636,2015-01-21T00:00:00Z,GSW vs. HOU,W,34,7,12,0.583,3,5,0.6,5,6,0.833,2,1,3,10,1,0,6,3,22,23,1,TRUE,TRUE,GSW,HOU,2014-15,2015
22014,201939,0021400651,2015-01-23T00:00:00Z,GSW vs. SAC,W,29,3,11,0.273,2,7,0.286,2,2,1,1,3,4,11,2,0,6,0,10,20,1,TRUE,TRUE,GSW,SAC,2014-15,2015
22014,201939,0021400665,2015-01-25T00:00:00Z,GSW vs. BOS,W,33,6,16,0.375,1,5,0.2,9,9,1,0,4,4,11,2,0,3,1,22,6,1,TRUE,TRUE,GSW,BOS,2014-15,2015
22014,201939,0021400679,2015-01-27T00:00:00Z,GSW vs. CHI,L,43,9,23,0.391,2,9,0.222,1,1,1,0,4,4,9,3,0,3,3,21,-3,1,FALSE,TRUE,GSW,CHI,2014-15,2015
22014,201939,0021400703,2015-01-30T00:00:00Z,GSW @ UTA,L,34,10,22,0.455,5,11,0.455,7,9,0.778,1,6,7,6,3,0,2,1,32,-11,1,FALSE,FALSE,GSW,UTA,2014-15,2015
22014,201939,0021400715,2015-01-31T00:00:00Z,GSW vs. PHX,W,37,9,23,0.391,4,9,0.444,3,3,1,1,3,4,7,2,1,1,2,25,23,1,TRUE,TRUE,GSW,PHX,2014-15,2015
22014,201939,0021400730,2015-02-03T00:00:00Z,GSW @ SAC,W,29,6,15,0.4,2,6,0.333,9,10,0.9,0,5,5,9,3,0,2,2,23,7,1,TRUE,FALSE,GSW,SAC,2014-15,2015
22014,201939,0021400741,2015-02-04T00:00:00Z,GSW vs. DAL,W,37,16,26,0.615,10,16,0.625,9,11,0.818,0,4,4,4,1,0,3,3,51,0,1,TRUE,TRUE,GSW,DAL,2014-15,2015
22014,201939,0021400749,2015-02-06T00:00:00Z,GSW @ ATL,L,36,8,19,0.421,4,9,0.444,6,7,0.857,0,2,2,9,2,2,1,3,26,-5,1,FALSE,FALSE,GSW,ATL,2014-15,2015
22014,201939,0021400760,2015-02-07T00:00:00Z,GSW @ NYK,W,31,8,18,0.444,5,9,0.556,1,3,0.333,2,4,6,0,2,0,3,0,22,21,1,TRUE,FALSE,GSW,NYK,2014-15,2015
22014,201939,0021400775,2015-02-09T00:00:00Z,GSW @ PHI,W,32,7,20,0.35,3,12,0.25,3,4,0.75,0,5,5,6,3,0,1,2,20,0,1,TRUE,FALSE,GSW,PHI,2014-15,2015
22014,201939,0021400793,2015-02-11T00:00:00Z,GSW @ MIN,W,36,9,23,0.391,2,10,0.2,5,5,1,2,3,5,8,3,0,3,1,25,0,1,TRUE,FALSE,GSW,MIN,2014-15,2015
22014,201939,0021400814,2015-02-20T00:00:00Z,GSW vs. SAS,W,32,8,17,0.471,4,8,0.5,5,5,1,0,4,4,11,4,0,2,2,25,22,1,TRUE,TRUE,GSW,SAS,2014-15,2015
22014,201939,0021400838,2015-02-24T00:00:00Z,GSW @ WAS,W,34,11,18,0.611,5,9,0.556,5,5,1,0,0,0,8,2,0,0,1,32,1,1,TRUE,FALSE,GSW,WAS,2014-15,2015
22014,201939,0021400854,2015-02-26T00:00:00Z,GSW @ CLE,L,34,5,17,0.294,3,9,0.333,5,5,1,0,3,3,6,1,0,4,3,18,-10,1,FALSE,FALSE,GSW,CLE,2014-15,2015
22014,201939,0021400861,2015-02-27T00:00:00Z,GSW @ TOR,W,25,8,13,0.615,3,4,0.75,3,3,1,3,3,6,5,2,0,2,0,22,33,1,TRUE,FALSE,GSW,TOR,2014-15,2015
22014,201939,0021400880,2015-03-01T00:00:00Z,GSW @ BOS,W,38,14,22,0.636,5,8,0.625,4,4,1,0,4,4,5,1,0,5,1,37,8,1,TRUE,FALSE,GSW,BOS,2014-15,2015
22014,201939,0021400886,2015-03-02T00:00:00Z,GSW @ BKN,L,29,8,16,0.5,6,12,0.5,4,4,1,0,2,2,7,1,0,4,4,26,1,1,FALSE,FALSE,GSW,BKN,2014-15,2015
22014,201939,0021400907,2015-03-04T00:00:00Z,GSW vs. MIL,W,37,6,16,0.375,6,13,0.462,1,2,0.5,0,1,1,11,2,2,5,3,19,6,1,TRUE,TRUE,GSW,MIL,2014-15,2015
22014,201939,0021400922,2015-03-06T00:00:00Z,GSW vs. DAL,W,31,6,11,0.545,5,8,0.625,5,6,0.833,0,2,2,7,2,1,3,2,22,23,1,TRUE,TRUE,GSW,DAL,2014-15,2015
22014,201939,0021400932,2015-03-08T00:00:00Z,GSW vs. LAC,W,32,3,9,0.333,2,2,1,4,4,1,0,1,1,4,3,0,4,1,12,15,1,TRUE,TRUE,GSW,LAC,2014-15,2015
22014,201939,0021400944,2015-03-09T00:00:00Z,GSW @ PHX,W,36,14,24,0.583,7,13,0.538,1,2,0.5,3,3,6,5,4,0,4,3,36,23,1,TRUE,FALSE,GSW,PHX,2014-15,2015
22014,201939,0021400960,2015-03-11T00:00:00Z,GSW vs. DET,W,34,4,15,0.267,1,7,0.143,0,0,0,1,4,5,11,1,0,3,1,9,8,1,TRUE,TRUE,GSW,DET,2014-15,2015
22014,201939,0021400981,2015-03-14T00:00:00Z,GSW vs. NYK,W,27,8,15,0.533,6,10,0.6,3,3,1,0,3,3,11,3,0,1,2,25,30,1,TRUE,TRUE,GSW,NYK,2014-15,2015
22014,201939,0021400999,2015-03-16T00:00:00Z,GSW vs. LAL,W,33,5,14,0.357,2,6,0.333,7,7,1,0,4,4,9,3,0,6,2,19,-4,1,TRUE,TRUE,GSW,LAL,2014-15,2015
22014,201939,0021401014,2015-03-18T00:00:00Z,GSW vs. ATL,W,30,4,11,0.364,2,6,0.333,6,6,1,1,3,4,12,0,0,4,1,16,16,1,TRUE,TRUE,GSW,ATL,2014-15,2015
22014,201939,0021401030,2015-03-20T00:00:00Z,GSW vs. NOP,W,27,4,17,0.235,2,10,0.2,6,6,1,0,2,2,11,0,0,3,0,16,11,1,TRUE,TRUE,GSW,NOP,2014-15,2015
22014,201939,0021401036,2015-03-21T00:00:00Z,GSW vs. UTA,W,32,8,18,0.444,3,6,0.5,5,5,1,1,2,3,3,3,0,0,0,24,12,1,TRUE,TRUE,GSW,UTA,2014-15,2015
22014,201939,0021401053,2015-03-23T00:00:00Z,GSW vs. WAS,W,28,8,14,0.571,5,8,0.625,3,3,1,1,4,5,6,2,0,2,1,24,30,1,TRUE,TRUE,GSW,WAS,2014-15,2015
22014,201939,0021401059,2015-03-24T00:00:00Z,GSW @ POR,W,35,13,22,0.591,5,9,0.556,2,2,1,0,2,2,10,1,0,2,2,33,12,1,TRUE,FALSE,GSW,POR,2014-15,2015
22014,201939,0021401082,2015-03-27T00:00:00Z,GSW @ MEM,W,34,12,22,0.545,8,12,0.667,6,6,1,1,2,3,10,3,1,4,3,38,26,1,TRUE,FALSE,GSW,MEM,2014-15,2015
22014,201939,0021401089,2015-03-28T00:00:00Z,GSW @ MIL,W,30,8,13,0.615,6,9,0.667,3,3,1,0,4,4,6,1,0,6,4,25,-1,1,TRUE,FALSE,GSW,MIL,2014-15,2015
22014,201939,0021401111,2015-03-31T00:00:00Z,GSW @ LAC,W,36,8,15,0.533,4,6,0.667,7,7,1,1,0,1,4,1,0,3,3,27,-1,1,TRUE,FALSE,GSW,LAC,2014-15,2015
22014,201939,0021401126,2015-04-02T00:00:00Z,GSW vs. PHX,W,34,10,22,0.455,6,11,0.545,2,2,1,1,7,8,5,0,0,6,3,28,-1,1,TRUE,TRUE,GSW,PHX,2014-15,2015
22014,201939,0021401142,2015-04-04T00:00:00Z,GSW @ DAL,W,27,4,12,0.333,1,4,0.25,2,3,0.667,2,2,4,3,1,0,1,1,11,9,1,TRUE,FALSE,GSW,DAL,2014-15,2015
22014,201939,0021401150,2015-04-05T00:00:00Z,GSW @ SAS,L,30,9,17,0.529,5,10,0.5,1,2,0.5,0,4,4,6,1,0,4,2,24,-16,1,FALSE,FALSE,GSW,SAS,2014-15,2015
22014,201939,0021401156,2015-04-07T00:00:00Z,GSW @ NOP,L,35,9,18,0.5,5,8,0.625,2,2,1,1,5,6,9,1,0,2,3,25,4,1,FALSE,FALSE,GSW,NOP,2014-15,2015
22014,201939,0021401174,2015-04-09T00:00:00Z,GSW vs. POR,W,35,17,23,0.739,8,13,0.615,3,3,1,1,1,2,10,0,0,4,2,45,21,1,TRUE,TRUE,GSW,POR,2014-15,2015
22014,201939,0021401192,2015-04-11T00:00:00Z,GSW vs. MIN,W,35,11,21,0.524,5,11,0.455,7,8,0.875,0,4,4,7,4,0,3,1,34,17,1,TRUE,TRUE,GSW,MIN,2014-15,2015
22014,201939,0021401212,2015-04-13T00:00:00Z,GSW vs. MEM,W,29,6,10,0.6,3,6,0.5,0,0,0,0,4,4,8,1,0,3,2,15,24,1,TRUE,TRUE,GSW,MEM,2014-15,2015
22014,201939,0021401229,2015-04-15T00:00:00Z,GSW vs. DEN,W,19,4,10,0.4,2,4,0.5,0,0,0,2,2,4,7,5,0,2,1,10,14,1,TRUE,TRUE,GSW,DEN,2014-15,2015
